NAME,B01003_001E,B19013_001E,B25064_001E,B25077_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B23025_003E,B23025_005E,state,county,tract
"Census Tract 139.09, San Diego County, California",4320,60300,1505,291400,340,79,0,19,1912,324,06,073,013909
"Census Tract 163.02, San Diego County, California",5538,39273,1140,275700,271,64,20,8,2793,540,06,073,016302
"Census Tract 101.12, San Diego County, California",5079,37857,1282,134700,245,25,16,0,2380,481,06,073,010112
"Census Tract 23.01, San Diego County, California",3130,28963,986,268800,262,96,22,10,1543,155,06,073,002301
"Census Tract 34.04, San Diego County, California",4841,36113,1185,239800,178,34,0,0,2166,306,06,073,003404
"Census Tract 189.03, San Diego County, California",4804,42870,993,344000,394,82,10,36,2129,228,06,073,018903
"Census Tract 202.08, San Diego County, California",2730,59875,1665,294600,83,27,6,0,1442,146,06,073,020208
"Census Tract 83.37, San Diego County, California",4601,127721,2442,588400,1044,421,131,80,2461,232,06,073,008337
"Census Tract 100.05, San Diego County, California",8129,30070,542,271700,385,74,28,0,3483,643,06,073,010005
"Census Tract 124.02, San Diego County, California",5170,41067,1026,302000,303,26,36,0,2457,274,06,073,012402
"Census Tract 138.01, San Diego County, California",5111,65905,1350,369300,539,315,59,30,2497,176,06,073,013801
"Census Tract 139.06, San Diego County, California",5317,45511,1162,237300,296,76,41,0,2456,546,06,073,013906
"Census Tract 101.10, San Diego County, California",8198,45212,1158,275200,752,177,17,16,3430,464,06,073,010110
"Census Tract 168.07, San Diego County, California",7192,62539,1193,362600,640,352,35,36,3858,344,06,073,016807
"Census Tract 170.20, San Diego County, California",3756,124821,2099,776100,977,417,262,108,1857,65,06,073,017020
"Census Tract 175.01, San Diego County, California",3203,108036,2175,881700,897,452,247,152,1954,59,06,073,017501
"Census Tract 97.03, San Diego County, California",3580,79516,2094,430600,580,229,45,39,1689,140,06,073,009703
"Census Tract 100.12, San Diego County, California",5202,37205,1080,270200,239,63,14,0,2265,314,06,073,010012
"Census Tract 118.02, San Diego County, California",7566,35925,1101,263300,211,0,17,0,3682,397,06,073,011802
"Census Tract 27.05, San Diego County, California",4863,53333,1510,278500,379,77,12,30,2414,89,06,073,002705
"Census Tract 32.11, San Diego County, California",3446,67250,1785,306500,382,64,0,38,1640,130,06,073,003211
"Census Tract 65, San Diego County, California",2869,36686,952,438000,649,203,51,19,1596,175,06,073,006500
"Census Tract 85.11, San Diego County, California",3588,75599,2003,313100,873,240,89,46,2104,146,06,073,008511
"Census Tract 127, San Diego County, California",5343,33028,1044,304400,236,125,7,19,2664,325,06,073,012700
"Census Tract 185.19, San Diego County, California",5928,50833,1192,323900,342,46,15,13,2585,287,06,073,018519
"Census Tract 200.15, San Diego County, California",4274,87475,1816,532400,1020,558,180,72,2195,187,06,073,020015
"Census Tract 200.24, San Diego County, California",4258,58162,1590,347500,465,189,30,7,1927,135,06,073,020024
"Census Tract 201.06, San Diego County, California",4050,69401,1398,316000,326,129,38,76,2144,73,06,073,020106
"Census Tract 202.06, San Diego County, California",5512,38090,1177,274800,258,67,7,0,2545,223,06,073,020206
"Census Tract 202.09, San Diego County, California",5325,34191,1082,60300,320,45,7,8,2162,191,06,073,020209
"Census Tract 260.04, San Francisco County, California",5015,65862,1606,636600,809,179,9,19,2815,282,06,075,026004
"Census Tract 301.01, San Francisco County, California",4895,79071,1684,917500,1684,718,298,210,3439,186,06,075,030101
"Census Tract 330, San Francisco County, California",8227,82527,2002,828700,1816,509,153,169,4412,184,06,075,033000
"Census Tract 254.03, San Francisco County, California",5154,73159,1235,716900,757,312,64,34,3124,411,06,075,025403
"Census Tract 264.01, San Francisco County, California",3937,46150,1026,495400,332,38,17,13,2085,317,06,075,026401
"Census Tract 302.02, San Francisco County, California",4467,96547,1727,991100,1552,689,395,153,2868,103,06,075,030202
"Census Tract 353, San Francisco County, California",7395,73669,1551,691800,1533,216,56,30,4034,349,06,075,035300
"Census Tract 476, San Francisco County, California",5451,74392,1799,985300,1703,586,303,78,3588,33,06,075,047600
"Census Tract 106, San Francisco County, California",3604,34808,935,1052800,844,310,64,29,2197,171,06,075,010600
"Census Tract 610, San Francisco County, California",4587,108977,2542,538600,988,308,46,95,2689,123,06,075,061000
"Census Tract 203, San Francisco County, California",3030,102069,1639,827200,1118,601,188,64,2218,95,06,075,020300
"Census Tract 207, San Francisco County, California",5553,127798,1878,988600,2393,806,339,180,4378,181,06,075,020700
"Census Tract 208, San Francisco County, California",6302,67295,1189,694400,1547,538,72,174,4532,325,06,075,020800
"Census Tract 211, San Francisco County, California",3984,118221,2246,1250000,1334,707,246,310,2669,200,06,075,021100
"Census Tract 212, San Francisco County, California",2851,130266,2125,1197500,932,674,226,198,1995,74,06,075,021200
"Census Tract 213, San Francisco County, California",2661,171184,1788,1102300,755,747,122,114,1722,37,06,075,021300
"Census Tract 107, San Francisco County, California",5302,22260,587,1225000,905,58,76,11,2793,268,06,075,010700
"Census Tract 162, San Francisco County, California",2733,69875,1415,675700,1063,339,166,73,2119,64,06,075,016200
"Census Tract 169, San Francisco County, California",2987,101371,1619,912400,1096,480,182,266,2275,155,06,075,016900
"Census Tract 252, San Francisco County, California",5948,128009,2017,947100,1550,1060,207,166,3775,484,06,075,025200
"Census Tract 101, San Francisco County, California",3798,61442,1559,789700,834,554,230,129,2257,116,06,075,010100
"Census Tract 112, San Francisco County, California",3281,78690,1503,1248000,1252,390,180,90,2005,78,06,075,011200
"Census Tract 134, San Francisco County, California",4026,125409,2069,1527300,1299,759,311,69,2813,93,06,075,013400
"Census Tract 151, San Francisco County, California",2175,82255,1869,619100,858,367,142,131,1466,52,06,075,015100
"Census Tract 157, San Francisco County, California",8403,88368,1850,961100,2033,1180,229,138,5124,573,06,075,015700
"Census Tract 164, San Francisco County, California",4118,86536,1754,832700,1569,463,189,74,3199,141,06,075,016400
"Census Tract 615, San Francisco County, California",12511,127080,2534,683700,4264,2504,774,274,8453,420,06,075,061500
"Census Tract 156, San Francisco County, California",3323,85253,1586,1059800,1010,398,160,27,1910,119,06,075,015600
"Census Tract 102, San Francisco County, California",4172,117986,2138,1147300,1681,920,280,234,2795,78,06,075,010200
"Census Tract 108, San Francisco County, California",5065,85785,1489,990500,1960,479,110,103,3357,203,06,075,010800
"Census Tract 331, San Francisco County, California",4630,119861,3501,955900,1283,537,192,175,2371,219,06,075,033100
"Census Tract 402, San Francisco County, California",5711,77500,1468,1165100,1572,677,153,103,3572,302,06,075,040200
"Census Tract 103, San Francisco County, California",4387,87721,1776,1098900,1155,500,223,37,2511,76,06,075,010300
"Census Tract 110, San Francisco County, California",5085,109090,1606,693500,1857,976,208,67,3920,55,06,075,011000
"Census Tract 154, San Francisco County, California",6080,112472,1913,969000,1551,1175,455,190,3752,304,06,075,015400
"Census Tract 104, San Francisco County, California",5148,103328,2231,1058000,1732,941,342,77,3633,255,06,075,010400
"Census Tract 255, San Francisco County, California",9303,92216,2004,690100,1580,426,193,132,5388,353,06,075,025500
"Census Tract 256, San Francisco County, California",5648,73452,1164,592000,888,261,46,18,3140,236,06,075,025600
"Census Tract 258, San Francisco County, California",2035,56250,1185,615100,310,71,17,3,1083,101,06,075,025800
"Census Tract 260.01, San Francisco County, California",5751,60938,1409,597300,619,101,27,18,3091,223,06,075,026001
"Census Tract 451, San Francisco County, California",4964,82755,1692,1055000,1412,801,216,0,3158,160,06,075,045100
"Census Tract 452, San Francisco County, California",7259,72431,1661,1012900,2271,872,258,15,4256,250,06,075,045200
"Census Tract 261, San Francisco County, California",6934,62652,1409,632500,1066,211,88,7,3761,254,06,075,026100
"Census Tract 233, San Francisco County, California",3218,65096,849,501900,455,121,51,0,1911,211,06,075,023300
"Census Tract 253, San Francisco County, California",4574,93900,1523,816900,1187,721,213,74,3022,30,06,075,025300
"Census Tract 254.01, San Francisco County, California",3309,88462,1420,820200,720,364,118,27,1954,176,06,075,025401
"Census Tract 263.01, San Francisco County, California",4750,56531,1359,604900,927,108,15,13,2612,217,06,075,026301
"Census Tract 263.02, San Francisco County, California",4785,72666,1506,578300,863,175,47,18,2897,269,06,075,026302
"Census Tract 263.03, San Francisco County, California",5218,75096,1703,601400,433,134,26,4,2694,324,06,075,026303
"Census Tract 305, San Francisco County, California",2820,107824,,841400,758,317,121,54,1267,82,06,075,030500
"Census Tract 311, San Francisco County, California",6616,103838,2023,762300,2057,675,171,121,3991,213,06,075,031100
"Census Tract 178.02, San Francisco County, California",4539,70057,1222,647500,1100,342,256,92,2801,204,06,075,017802
"Census Tract 204.01, San Francisco County, California",3139,139460,2096,940800,1135,560,255,111,2427,65,06,075,020401
"Census Tract 204.02, San Francisco County, California",4490,86952,1800,851800,1391,803,379,68,3087,68,06,075,020402
"Census Tract 227.04, San Francisco County, California",3250,134726,2266,1002600,1186,696,202,159,2468,186,06,075,022704
"Census Tract 257.01, San Francisco County, California",5074,78708,2006,608900,724,100,0,50,2688,128,06,075,025701
"Census Tract 257.02, San Francisco County, California",4911,60836,1481,637800,389,132,42,0,2532,146,06,075,025702
"Census Tract 312.01, San Francisco County, California",7110,74010,1632,608400,1197,400,92,107,4352,649,06,075,031201
"Census Tract 312.02, San Francisco County, California",3213,74576,1722,611500,352,169,25,28,1951,200,06,075,031202
"Census Tract 313.01, San Francisco County, California",4594,95449,1450,660500,773,294,95,61,2452,238,06,075,031301
"Census Tract 119.01, San Francisco County, California",2561,59981,1547,628100,862,356,121,33,1672,127,06,075,011901
"Census Tract 119.02, San Francisco County, California",2786,66352,1448,487500,840,419,96,54,2048,67,06,075,011902
"Census Tract 122.01, San Francisco County, California",4845,41677,1291,389100,1133,402,75,40,2913,189,06,075,012201
"Census Tract 122.02, San Francisco County, California",3295,29896,1002,1012500,809,263,51,44,2083,246,06,075,012202
"Census Tract 123.01, San Francisco County, California",1996,13909,651,-666666666,308,43,17,0,786,39,06,075,012301
"Census Tract 123.02, San Francisco County, California",2468,34189,1273,-666666666,735,364,44,60,1604,116,06,075,012302
"Census Tract 124.01, San Francisco County, California",4787,20332,862,-666666666,671,47,15,57,2702,247,06,075,012401
"Census Tract 124.02, San Francisco County, California",3600,38333,1043,375900,964,384,91,35,2031,107,06,075,012402
"Census Tract 125.01, San Francisco County, California",3728,16902,555,,509,73,44,42,1355,96,06,075,012501
"Census Tract 125.02, San Francisco County, California",4101,11925,412,-666666666,266,59,67,0,1716,242,06,075,012502
"Census Tract 126.01, San Francisco County, California",2334,101875,1813,1496200,1151,407,169,21,1828,106,06,075,012601
"Census Tract 126.02, San Francisco County, California",2943,128750,2094,1615200,1149,530,231,108,2017,97,06,075,012602
"Census Tract 129.01, San Francisco County, California",2587,124056,1796,926800,1355,471,157,53,2117,63,06,075,012901
"Census Tract 129.02, San Francisco County, California",3537,103810,1730,1428600,1546,554,233,80,2621,67,06,075,012902
"Census Tract 131.01, San Francisco County, California",4071,124043,2180,838700,1671,1024,157,215,3227,113,06,075,013101
"Census Tract 131.02, San Francisco County, California",2823,102333,2077,1245500,1262,446,246,86,2008,31,06,075,013102
"Census Tract 158.01, San Francisco County, California",3997,71339,1053,699100,954,507,110,82,2306,296,06,075,015801
"Census Tract 158.02, San Francisco County, California",3081,81250,1366,755200,1161,563,158,95,2259,218,06,075,015802
"Census Tract 168.01, San Francisco County, California",3558,94659,1673,773700,1391,563,101,69,2686,184,06,075,016801
"Census Tract 168.02, San Francisco County, California",3011,76563,1325,646400,1020,443,182,114,2326,140,06,075,016802
"Census Tract 171.01, San Francisco County, California",3733,126591,1895,1340600,1257,713,325,129,2601,92,06,075,017101
"Census Tract 171.02, San Francisco County, California",3764,121500,2123,1225300,1200,893,247,212,2860,170,06,075,017102
"Census Tract 178.01, San Francisco County, California",3115,16837,291,677000,687,410,49,34,1131,76,06,075,017801
"Census Tract 160, San Francisco County, California",2554,56458,1093,574400,751,424,207,53,1582,78,06,075,016000
"Census Tract 105, San Francisco County, California",2589,105000,2147,901400,826,338,253,145,1442,143,06,075,010500
"Census Tract 113, San Francisco County, California",2885,24781,729,908500,503,52,61,9,1354,15,06,075,011300
"Census Tract 152, San Francisco County, California",4300,91265,1582,963900,1430,817,200,0,2725,182,06,075,015200
"Census Tract 177, San Francisco County, California",1763,78712,1551,762200,476,110,73,38,1214,114,06,075,017700
"Census Tract 227.02, San Francisco County, California",2342,164135,2216,1112700,568,527,224,118,1697,24,06,075,022702
"Census Tract 228.01, San Francisco County, California",5252,109141,1809,719800,1202,705,203,41,3718,246,06,075,022801
"Census Tract 231.03, San Francisco County, California",2922,19618,456,350000,157,13,0,0,810,143,06,075,023103
"Census Tract 259, San Francisco County, California",4249,87188,1829,663800,775,352,69,41,2533,219,06,075,025900
"Census Tract 260.03, San Francisco County, California",4976,59792,1683,572900,643,109,54,14,3146,320,06,075,026003
"Census Tract 176.01, San Francisco County, California",7208,23757,821,546100,1554,467,98,88,3920,179,06,075,017601
"Census Tract 201, San Francisco County, California",5548,36951,838,673000,1203,305,136,22,3291,373,06,075,020100
